着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,"ﾀｲﾑ指数


タイム指数(通常)
タイム指数マスター","ﾀｲﾑ指数M


タイム指数(通常)
タイム指数マスター",ｽﾀｰﾄ指数,追走指数,上がり指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),race_id,date,surface,distance,condition
10,6,12,サラサラヘアー,牝3,53.0,鷲頭虎太,1:14.3,3/4,**,**,**,**,**,1-2,39.6,158.6,12.0,466(+12),,,,466(+12),,,202507030505,2025-08-09,ダ,1200,良
11,1,2,アルムチャーチル,牡3,57.0,岩田康誠,1:14.3,ハナ,**,**,**,**,**,11-11,38.4,7.2,6.0,468(+2),,,,468(+2),,,202507030505,2025-08-09,ダ,1200,良
12,2,4,ボヌールキャッツ,牝3,55.0,北村友一,1:15.4,7,**,**,**,**,**,14-14,38.7,11.5,7.0,438(+2),,,,438(+2),,,202507030505,2025-08-09,ダ,1200,良
13,4,8,モズミコシ,牡3,53.0,河原田菜,1:15.5,クビ,**,**,**,**,**,15-15,38.6,194.7,13.0,454(+4),,,,454(+4),,,202507030505,2025-08-09,ダ,1200,良
14,5,9,エムズオルフェ,牝3,55.0,城戸義政,1:16.0,3,**,**,**,**,**,5-6,40.6,240.4,15.0,428(+7),,,,428(+7),,,202507030505,2025-08-09,ダ,1200,良
15,5,10,バチェラーパーティ,牡3,57.0,高倉稜,1:16.4,2,**,**,**,**,**,16-16,38.8,231.0,14.0,490(+18),,,,490(+18),,,202507030505,2025-08-09,ダ,1200,良
16,7,13,シマエナガ,牝3,53.0,永島まな,1:22.7,大,**,**,**,**,**,5-12,47.4,131.1,11.0,418(-10),,,,418(-10),,,202507030505,2025-08-09,ダ,1200,良
1,4,4,スリールミニョン,牝3,53.0,永島まな,1:21.0,,**,**,**,**,**,1-2,33.7,5.3,3.0,442(-10),,,,442(-10),,"1,575.2",202507030506,2025年08月09日,芝,1400,良
2,1,1,アドマイヤジェイ,牡6,58.0,団野大成,1:21.1,1/2,**,**,**,**,**,4-4,33.4,20.2,8.0,492(+6),,,,492(+6),,627.2,202507030506,2025年08月09日,芝,1400,良
3,7,8,ジュンゴールド,牡4,58.0,バデル,1:21.1,アタマ,**,**,**,**,**,10-7,33.1,16.3,7.0,486(-6),,,,486(-6),,393.6,202507030506,2025年08月09日,芝,1400,良
4,3,3,ジッピーレーサー,セ8,58.0,高杉吏麒,1:21.1,ハナ,**,**,**,**,**,2-1,33.8,155.8,11.0,478(+2),,,,478(+2),,230.0,202507030506,2025年08月09日,芝,1400,良
5,7,9,ダノンキラウェア,牡4,58.0,吉村誠之,1:21.1,クビ,**,**,**,**,**,2-3,33.6,5.8,4.0,470(-4),,,,470(-4),,155.0,202507030506,2025年08月09日,芝,1400,良
6,8,11,タイセイカレント,牡3,55.0,岩田康誠,1:21.2,クビ,**,**,**,**,**,7-7,33.3,9.2,5.0,478(+2),,,,478(+2),,,202507030506,2025年08月09日,芝,1400,良
7,2,2,コト,牝4,56.0,小沢大仁,1:21.2,クビ,**,**,**,**,**,4-4,33.6,29.7,9.0,476(-12),,,,476(-12),,,202507030506,2025年08月09日,芝,1400,良
8,8,10,カンシン,牡3,55.0,川田将雅,1:21.3,3/4,**,**,**,**,**,4-6,33.5,4.3,2.0,468(+2),,,,468(+2),,,202507030506,2025年08月09日,芝,1400,良
9,5,5,タガノアンファン,牡3,55.0,菱田裕二,1:21.3,ハナ,**,**,**,**,**,7-7,33.4,3.5,1.0,470(+6),,,,470(+6),,,202507030506,2025年08月09日,芝,1400,良
10,6,6,パルティクラール,牝5,56.0,北村友一,1:21.5,3/4,**,**,**,**,**,10-11,33.4,9.3,6.0,536(0),,,,536(0),,,202507030506,2025年08月09日,芝,1400,良
11,6,7,メイショウコギク,牝5,56.0,亀田温心,1:21.5,クビ,**,**,**,**,**,7-7,33.6,82.8,10.0,460(+2),,,,460(+2),,,202507030506,2025年08月09日,芝,1400,良
1,7,13,ポッドロゴ,牡4,58.0,長岡禎仁,1:52.7,,**,**,**,**,**,8-7-5-4,37.6,4.2,2.0,472(-2),,,,472(-2),,"1,874.3",202507030507,2025年08月09日,ダ,1800,良
2,5,10,ペンナヴェローチェ,牡4,58.0,川田将雅,1:52.7,クビ,**,**,**,**,**,12-11-10-11,36.8,4.0,1.0,498(-2),,,,498(-2),,749.8,202507030507,2025年08月09日,ダ,1800,良
3,2,3,メイショウソウタ,牡4,58.0,菱田裕二,1:52.8,3/4,**,**,**,**,**,8-9-8-7,37.3,5.1,3.0,532(+4),,,,532(+4),,464.9,202507030507,2025年08月09日,ダ,1800,良
4,5,9,クロニクル,セ6,58.0,国分恭介,1:52.9,クビ,**,**,**,**,**,3-3-2-2,38.2,17.4,7.0,516(+8),,,,516(+8),,280.0,202507030507,2025年08月09日,ダ,1800,良
5,1,1,ホルトバージ,牡4,58.0,小崎綾也,1:52.9,アタマ,**,**,**,**,**,10-11-10-8,37.0,31.3,10.0,466(0),,,,466(0),,184.0,202507030507,2025年08月09日,ダ,1800,良
6,2,4,メイショウシナノ,牡5,58.0,小沢大仁,1:52.9,クビ,**,**,**,**,**,13-13-13-12,36.7,40.3,11.0,492(+6),,,,492(+6),,,202507030507,2025年08月09日,ダ,1800,良
7,3,6,アルゴナヴィス,牡4,58.0,団野大成,1:53.1,1.1/4,**,**,**,**,**,4-4-5-4,38.0,5.8,4.0,486(+6),,,,486(+6),,,202507030507,2025年08月09日,ダ,1800,良
8,6,11,メイショウコガシラ,牡5,58.0,中井裕二,1:53.3,1,**,**,**,**,**,2-2-2-2,38.7,46.6,12.0,492(-4),,,,492(-4),,,202507030507,2025年08月09日,ダ,1800,良
9,8,16,スリリングチェイス,牡5,58.0,亀田温心,1:53.4,1/2,**,**,**,**,**,1-1-1-1,38.8,16.4,6.0,514(+4),,,,514(+4),,,202507030507,2025年08月09日,ダ,1800,良
10,4,7,ニューバラード,牡4,58.0,松若風馬,1:53.5,クビ,**,**,**,**,**,5-4-4-4,38.5,26.0,9.0,516(+2),,,,516(+2),,,202507030507,2025年08月09日,ダ,1800,良
11,8,15,オメガタキシード,セ5,58.0,吉村誠之,1:53.6,3/4,**,**,**,**,**,14-15-15-13,37.3,48.9,13.0,458(+6),,,,458(+6),,,202507030507,2025年08月09日,ダ,1800,良
12,4,8,リッケンバッカー,牡7,58.0,酒井学,1:54.0,2.1/2,**,**,**,**,**,16-16-16-15,37.5,98.2,14.0,486(-8),,,,486(-8),,,202507030507,2025年08月09日,ダ,1800,良
13,6,12,エメヴィベール,牡6,58.0,国分優作,1:54.4,2,**,**,**,**,**,10-9-9-9,38.7,285.1,16.0,576(+2),,,,576(+2),,,202507030507,2025年08月09日,ダ,1800,良
14,1,2,レーウィン,セ4,58.0,岩田康誠,1:55.5,7,**,**,**,**,**,14-14-13-16,39.3,20.6,8.0,500(-8),,,,500(-8),,,202507030507,2025年08月09日,ダ,1800,良
15,7,14,ホークフィールド,牡4,58.0,バデル,1:56.8,8,**,**,**,**,**,7-6-7-9,41.4,12.2,5.0,484(-6),,,,484(-6),,,202507030507,2025年08月09日,ダ,1800,良
16,3,5,シャンデルナゴル,牡5,58.0,北村友一,1:57.3,3,**,**,**,**,**,5-7-10-13,41.4,133.9,15.0,498(+4),,,,498(+4),,,202507030507,2025年08月09日,ダ,1800,良
1,4,4,キタサンハナビラ,牝3,53.0,団野大成,1:58.9,,**,**,**,**,**,2-2-2-2,34.2,3.1,2.0,450(+12),,,,450(+12),,"1,126.1",202507030508,2025年08月09日,芝,2000,良
2,2,2,エコテーラー,牝4,56.0,太宰啓介,1:59.2,1.3/4,**,**,**,**,**,1-1-1-1,35.2,7.7,4.0,500(-8),,,,500(-8),,444.6,202507030508,2025年08月09日,芝,2000,良
3,3,3,デルシエロ,牡4,58.0,吉村誠之,1:59.3,1/2,**,**,**,**,**,7-7-5-5,34.0,17.5,6.0,412(-2),,,,412(-2),,282.3,202507030508,2025年08月09日,芝,2000,良
4,7,7,ヤエギリ,牝3,53.0,小沢大仁,1:59.3,クビ,**,**,**,**,**,3-3-3-3,34.3,14.0,5.0,468(-2),,,,468(-2),,170.0,202507030508,2025年08月09日,芝,2000,良
5,5,5,ニュークレド,牡3,55.0,高杉吏麒,1:59.3,ハナ,**,**,**,**,**,5-5-5-5,34.0,2.0,1.0,434(+10),,,,434(+10),,111.0,202507030508,2025年08月09日,芝,2000,良
6,6,6,サラコスティ,牡3,55.0,北村友一,1:59.5,1,**,**,**,**,**,6-6-7-7,34.0,6.2,3.0,472(+4),,,,472(+4),,,202507030508,2025年08月09日,芝,2000,良
7,1,1,ビヨンドザドリーム,牡5,58.0,国分優作,1:59.8,2,**,**,**,**,**,4-3-3-4,34.7,31.8,7.0,432(-4),,,,432(-4),,,202507030508,2025年08月09日,芝,2000,良
1,8,9,アンドリーナ,牝3,53.0,バデル,1:53.2,,**,**,**,**,**,2-2-2-2,38.5,1.7,1.0,464(+4),,,,464(+4),,800.0,202507030509,2025年08月09日,ダ,1800,良
2,2,2,マハナ,牝4,55.0,西塚洸二,1:53.5,1.3/4,**,**,**,**,**,5-4-4-4,38.4,37.4,6.0,438(+4),,,,438(+4),,320.0,202507030509,2025年08月09日,ダ,1800,良
3,7,7,ブラックドレス,牝4,54.0,永島まな,1:55.4,大,**,**,**,**,**,5-6-5-5,40.0,25.0,5.0,434(+4),,,,434(+4),,200.0,202507030509,2025年08月09日,ダ,1800,良
4,4,4,テンクウハット,牝5,56.0,太宰啓介,1:55.5,1/2,**,**,**,**,**,4-4-6-6,39.5,11.4,4.0,478(+8),,,,478(+8),,120.0,202507030509,2025年08月09日,ダ,1800,良
5,5,5,マリーヌ,牝3,53.0,団野大成,1:55.5,クビ,**,**,**,**,**,1-1-1-1,40.8,3.6,2.0,484(+18),,,,484(+18),,80.0,202507030509,2025年08月09日,ダ,1800,良
6,8,8,ステラスプレンダー,牝4,55.0,吉村誠之,1:55.7,3/4,**,**,**,**,**,3-3-3-3,40.8,4.1,3.0,442(-6),,,,442(-6),,,202507030509,2025年08月09日,ダ,1800,良
7,3,3,ドゥラシェーナ,牝4,53.0,田山旺佑,1:56.0,1.3/4,**,**,**,**,**,7-7-9-9,39.0,125.1,7.0,460(0),,,,460(0),,,202507030509,2025年08月09日,ダ,1800,良
8,1,1,サンマルソムニア,牝6,56.0,秋山稔樹,1:56.0,クビ,**,**,**,**,**,9-9-8-7,39.7,181.8,9.0,472(-6),,,,472(-6),,,202507030509,2025年08月09日,ダ,1800,良
9,6,6,ラブアンドラッキー,牝4,52.0,河原田菜,1:56.3,1.1/2,**,**,**,**,**,7-7-6-7,40.3,128.5,8.0,442(-6),,,,442(-6),,,202507030509,2025年08月09日,ダ,1800,良
1,2,3,メイショウハチロー,牡3,54.0,吉村誠之,1:24.7,,**,**,**,**,**,9-8,36.8,4.9,2.0,498(+8),,,,498(+8),,800.0,202507030510,2025年08月09日,ダ,1400,良
2,7,13,ゴメンネジロー,牡3,53.0,永島まな,1:24.9,1,**,**,**,**,**,7-6,37.2,14.6,6.0,474(+18),,,,474(+18),,320.0,202507030510,2025年08月09日,ダ,1400,良
3,6,10,ダイシンリンク,牡3,55.0,中井裕二,1:25.0,1,**,**,**,**,**,10-10,36.9,20.8,8.0,454(+2),,,,454(+2),,200.0,202507030510,2025年08月09日,ダ,1400,良
4,5,8,モズタチアガレ,牡3,54.0,西塚洸二,1:25.2,1.1/4,**,**,**,**,**,7-8,37.5,9.8,5.0,482(+2),,,,482(+2),,120.0,202507030510,2025年08月09日,ダ,1400,良
5,1,1,モレポブラーノ,牡3,55.0,北村友一,1:25.5,1.3/4,**,**,**,**,**,1-1,38.3,16.2,7.0,546(+12),,,,546(+12),,80.0,202507030510,2025年08月09日,ダ,1400,良
6,6,11,アメリカンビヨンド,牡3,55.0,川田将雅,1:25.5,クビ,**,**,**,**,**,6-6,37.9,2.1,1.0,536(0),,,,536(0),,,202507030510,2025年08月09日,ダ,1400,良
7,5,9,イーサンハンター,牡4,58.0,酒井学,1:25.9,2.1/2,**,**,**,**,**,12-12,37.5,370.9,13.0,538(+10),,,,538(+10),,,202507030510,2025年08月09日,ダ,1400,良
8,4,7,ララマルシュドロワ,セ5,58.0,団野大成,1:25.9,クビ,**,**,**,**,**,3-2,38.5,9.2,4.0,476(+2),,,,476(+2),,,202507030510,2025年08月09日,ダ,1400,良
9,4,6,ランドブレイブ,牡3,55.0,国分恭介,1:26.1,3/4,**,**,**,**,**,12-13,37.7,265.9,11.0,470(-14),,,,470(-14),,,202507030510,2025年08月09日,ダ,1400,良
10,8,14,サンライズブレイク,牡3,54.0,高杉吏麒,1:26.7,3.1/2,**,**,**,**,**,2-2,39.4,6.5,3.0,496(0),,,,496(0),,,202507030510,2025年08月09日,ダ,1400,良
11,3,5,ダンツビガー,牡5,55.0,川端海翼,1:26.8,1/2,**,**,**,**,**,14-14,38.1,117.2,10.0,482(-12),,,,482(-12),,,202507030510,2025年08月09日,ダ,1400,良
12,8,15,ワキノノーブル,牝4,56.0,加藤祥太,1:27.0,1.1/4,**,**,**,**,**,3-2,39.6,272.6,12.0,464(+16),,,,464(+16),,,202507030510,2025年08月09日,ダ,1400,良
13,3,4,スモーキンビリー,牡5,58.0,亀田温心,1:27.5,3.1/2,**,**,**,**,**,10-10,39.4,375.0,14.0,496(-2),,,,496(-2),,,202507030510,2025年08月09日,ダ,1400,良
14,2,2,ナゲットモンスター,牡5,58.0,松若風馬,1:27.8,1.3/4,**,**,**,**,**,5-5,40.3,96.0,9.0,532(+8),,,,532(+8),,,202507030510,2025年08月09日,ダ,1400,良
取,7,12,ハウリングウィンド,牡3,52.0,田山旺佑,,,,,,,,,,---,,計不,,,,計不,,,202507030510,2025年08月09日,ダ,1400,良
1,7,14,ロンティケチャップ,牡3,57.0,松若風馬,1:20.3,,**,**,**,**,**,3-3,35.4,9.1,5.0,502(-4),,,,502(-4),,560.0,202507030511,2025年08月09日,芝,1400,良
2,6,11,エイヘンハールト,牡3,57.0,バデル,1:20.5,1.1/4,**,**,**,**,**,3-4,35.4,15.9,7.0,472(-6),,,,472(-6),,220.0,202507030511,2025年08月09日,芝,1400,良
3,5,10,モズアカトンボ,牝3,55.0,亀田温心,1:20.7,1,**,**,**,**,**,10-8,34.9,15.0,6.0,458(+2),,,,458(+2),,140.0,202507030511,2025年08月09日,芝,1400,良
4,5,9,アラバンサ,牡3,57.0,国分優作,1:20.7,ハナ,**,**,**,**,**,15-15,34.2,40.9,11.0,474(+4),,,,474(+4),,84.0,202507030511,2025年08月09日,芝,1400,良
5,3,6,ハツナギ,牡3,56.0,西塚洸二,1:20.7,クビ,**,**,**,**,**,13-13,34.4,5.4,3.0,480(0),,,,480(0),,56.0,202507030511,2025年08月09日,芝,1400,良
6,7,15,キタノブリッジ,牝3,55.0,団野大成,1:20.8,クビ,**,**,**,**,**,12-12,34.7,5.3,2.0,414(-10),,,,414(-10),,,202507030511,2025年08月09日,芝,1400,良
7,1,1,ヴァイスクレー,牝3,54.0,吉村誠之,1:21.0,1.1/4,**,**,**,**,**,8-8,35.3,3.7,1.0,432(+2),,,,432(+2),,,202507030511,2025年08月09日,芝,1400,良
8,6,12,スターペスショウマ,牡3,57.0,太宰啓介,1:21.2,1.1/4,**,**,**,**,**,15-16,34.6,187.1,18.0,452(-4),,,,452(-4),,,202507030511,2025年08月09日,芝,1400,良
9,8,17,アルピノ,牡3,56.0,高杉吏麒,1:21.2,ハナ,**,**,**,**,**,18-17,34.5,22.5,9.0,460(+6),,,,460(+6),,,202507030511,2025年08月09日,芝,1400,良
10,8,16,ドライヴサンライズ,牝3,55.0,小沢大仁,1:21.3,1/2,**,**,**,**,**,5-5,35.9,30.0,10.0,434(+12),,,,434(+12),,,202507030511,2025年08月09日,芝,1400,良
11,1,2,シーザサンライズ,牝3,55.0,国分恭介,1:21.3,ハナ,**,**,**,**,**,13-13,35.0,75.1,15.0,526(-2),,,,526(-2),,,202507030511,2025年08月09日,芝,1400,良
12,4,7,チャットケリー,牝3,52.0,川端海翼,1:21.4,1/2,**,**,**,**,**,17-17,34.7,77.1,16.0,420(-2),,,,420(-2),,,202507030511,2025年08月09日,芝,1400,良
13,2,4,トウカイディアマン,牝3,55.0,長岡禎仁,1:21.4,クビ,**,**,**,**,**,6-7,35.8,108.4,17.0,452(+8),,,,452(+8),,,202507030511,2025年08月09日,芝,1400,良
14,3,5,ポンペルモ,牡3,57.0,酒井学,1:21.6,1.1/4,**,**,**,**,**,8-8,35.9,50.5,12.0,430(+5),,,,430(+5),,,202507030511,2025年08月09日,芝,1400,良
15,8,18,ソルレーヴ,牡3,57.0,秋山稔樹,1:21.8,1,**,**,**,**,**,2-1,37.3,8.1,4.0,488(0),,,,488(0),,,202507030511,2025年08月09日,芝,1400,良
16,2,3,ジンガー,牡3,57.0,角田大和,1:21.8,クビ,**,**,**,**,**,11-11,35.8,54.6,13.0,480(-8),,,,480(-8),,,202507030511,2025年08月09日,芝,1400,良
17,7,13,テーオートムソン,牡3,57.0,小崎綾也,1:22.1,1.3/4,**,**,**,**,**,6-5,36.6,16.9,8.0,482(-2),,,,482(-2),,,202507030511,2025年08月09日,芝,1400,良
18,4,8,ホープフルソング,牝3,52.0,田山旺佑,1:24.8,大,**,**,**,**,**,1-2,40.3,72.3,14.0,432(-6),,,,432(-6),,,202507030511,2025年08月09日,芝,1400,良
1,8,11,アイサンサン,牝3,50.0,田山旺佑,1:32.4,,**,**,**,**,**,2-2-2,33.7,5.5,3.0,450(+2),,,,450(+2),,800.0,202507030512,2025年08月09日,芝,1600,良
2,6,8,エーデルヴェーグ,牝3,53.0,北村友一,1:32.5,3/4,**,**,**,**,**,6-6-6,33.5,2.9,2.0,442(+6),,,,442(+6),,320.0,202507030512,2025年08月09日,芝,1600,良
3,7,10,サク,牝6,56.0,酒井学,1:33.1,3.1/2,**,**,**,**,**,9-9-9,33.8,21.3,5.0,458(-6),,,,458(-6),,200.0,202507030512,2025年08月09日,芝,1600,良
4,2,2,ケリフレッドアスク,牝3,52.0,西塚洸二,1:33.2,1/2,**,**,**,**,**,3-3-3,34.4,2.4,1.0,452(+8),,,,452(+8),,120.0,202507030512,2025年08月09日,芝,1600,良
5,5,5,オタルグリーン,牝4,52.0,河原田菜,1:33.5,1.1/2,**,**,**,**,**,8-9-10,34.1,81.4,11.0,444(+8),,,,444(+8),,80.0,202507030512,2025年08月09日,芝,1600,良
6,4,4,ムーンライトラガー,牝3,53.0,小沢大仁,1:33.5,ハナ,**,**,**,**,**,9-8-8,34.3,32.4,9.0,426(+8),,,,426(+8),,,202507030512,2025年08月09日,芝,1600,良
7,3,3,ルージュラメンテ,牝4,56.0,角田大和,1:33.6,3/4,**,**,**,**,**,6-5-3,34.7,184.5,12.0,450(+2),,,,450(+2),,,202507030512,2025年08月09日,芝,1600,良
8,8,12,モアニ,牝4,54.0,永島まな,1:33.9,1.3/4,**,**,**,**,**,11-11-12,34.4,24.4,7.0,470(-2),,,,470(-2),,,202507030512,2025年08月09日,芝,1600,良
9,5,6,オリーボーレン,牝4,55.0,高杉吏麒,1:33.9,クビ,**,**,**,**,**,5-6-6,34.8,10.3,4.0,472(+8),,,,472(+8),,,202507030512,2025年08月09日,芝,1600,良
10,6,7,マルクパージュ,牝5,56.0,バデル,1:34.2,1.1/2,**,**,**,**,**,11-11-10,34.8,24.1,6.0,420(-4),,,,420(-4),,,202507030512,2025年08月09日,芝,1600,良
11,1,1,インペリアルコート,牝5,55.0,吉村誠之,1:34.7,3,**,**,**,**,**,3-3-3,35.8,55.0,10.0,450(+8),,,,450(+8),,,202507030512,2025年08月09日,芝,1600,良
12,7,9,カルドウェル,牝3,53.0,団野大成,1:35.3,4,**,**,**,**,**,1-1-1,36.7,32.1,8.0,468(+2),,,,468(+2),,,202507030512,2025年08月09日,芝,1600,良
1,5,5,ディープレイヤー,牡6,60.0,五十嵐雄,3:19.3,,,,,,,2-2-2-2,13.3,3.3,2.0,488(+2),,,,488(+2),,840.0,202507030601,2025年08月10日,障,3000,良
2,8,10,レッドファーロ,牡6,60.0,西谷誠,3:19.6,2,,,,,,1-1-1-1,13.3,3.9,3.0,522(-2),,,,522(-2),,340.0,202507030601,2025年08月10日,障,3000,良
3,8,11,ミラキュラスドラマ,牡4,60.0,小野寺祐,3:20.9,8,,,,,,7-7-4-3,13.4,4.7,4.0,462(+6),,,,462(+6),,210.0,202507030601,2025年08月10日,障,3000,良
